TeamId,TeamName,SubmissionDate,Score
3259806,kuroironeko,"2019-06-12 00:27:28",-0.73163
3239568,y-Carbon,"2019-06-12 00:28:14",0.51184
3272065,LuUU,"2019-06-12 00:31:03",1.22021
3229939,slivka83,"2019-06-12 00:32:24",-0.71588
3247835,lainli,"2019-06-12 00:52:25",0.10778
3244439,C2H5OH,"2019-06-12 00:56:47",-0.60303
3249036,"One Old Dog","2019-06-12 00:58:23",0.35939
3229619,mandarinente,"2019-06-12 01:08:19",-0.77298
3252601,"Sairam Sundaresan","2019-06-12 01:09:01",-0.46670
3252601,"Sairam Sundaresan","2019-06-12 01:10:28",-0.71442
3277118,tenajima,"2019-06-12 01:15:34",-0.44780
3229008,"Love is a Parasite","2019-06-12 01:32:03",-1.03437
3227423,DyChou,"2019-06-12 01:33:07",0.87459
3241578,9ofalltrades,"2019-06-12 01:42:38",-0.79023
3276840,"Tan Fengji","2019-06-12 01:42:47",0.59117
3227894,Mickey,"2019-06-12 01:46:47",-1.56468
3229835,"venkata yerubandi","2019-06-12 01:47:36",-0.36523
3229528,Mueki,"2019-06-12 01:47:46",-0.44900
3228819,"Chau Huynh","2019-06-12 01:48:41",-1.03561
3229816,"Altered Carbon","2019-06-12 01:51:37",-1.04199
3232843,"Pinkman Chemistry Lab","2019-06-12 02:28:41",-1.56520
3251818,y011d4,"2019-06-12 02:34:30",-0.80728
3236104,"Joglife Tan","2019-06-12 02:37:01",-0.87745
3267281,fsakai,"2019-06-12 02:40:17",2.72576
3271001,"Seunghwan Yoon","2019-06-12 02:42:02",0.99695
3262682,Angoo,"2019-06-12 02:51:53",0.79663
3228827,side_project,"2019-06-12 03:06:01",-1.15580
3271001,"Seunghwan Yoon","2019-06-12 03:08:28",0.80984
3228827,side_project,"2019-06-12 03:18:48",-1.19555
3229255,PaulB,"2019-06-12 03:30:26",0.01273
3228305,"Alexey Fansky","2019-06-12 03:31:54",0.80003
3242875,a1178615156,"2019-06-12 03:41:44",-0.64441
3231203,BondJamesBond,"2019-06-12 03:56:21",-0.70167
3267281,fsakai,"2019-06-12 04:23:36",1.75332
3267281,fsakai,"2019-06-12 04:26:41",1.75136
3244787,HotVar,"2019-06-12 04:40:56",2.04247
3230952,snovik,"2019-06-12 05:08:56",-0.85296
3315862,"DL guys","2019-06-12 05:11:34",-1.10187
3241901,rachacuca,"2019-06-12 05:25:54",-0.30556
3272065,LuUU,"2019-06-12 05:33:19",0.77040
3229816,"Altered Carbon","2019-06-12 05:58:51",-1.05255
3233281,HsiaoYi,"2019-06-12 06:09:53",0.78786
3242875,a1178615156,"2019-06-12 06:25:30",-1.01701
3230021,"Juanan Tejero","2019-06-12 06:35:47",3.09399
3239568,y-Carbon,"2019-06-12 06:39:58",-0.17892
3227371,"[ods.ai] Vladimir Larin","2019-06-12 06:49:01",-0.78975
3275401,wdd@huster,"2019-06-12 07:02:44",3.43369
3248189,jonbill83,"2019-06-12 07:10:58",-0.28855
3232765,"Olusegun Folarin","2019-06-12 07:16:24",-0.53047
3272897,firstbloodY,"2019-06-12 07:19:14",1.11233
3259691,bender3000,"2019-06-12 07:25:03",0.60791
3232405,Nahman,"2019-06-12 07:30:45",-1.60515
3229816,"Altered Carbon","2019-06-12 07:32:31",-1.07569
3278217,"Tatsu Lucas Ilya","2019-06-12 07:33:29",-0.46575
3277035,"Maxim Lisovsky","2019-06-12 07:36:50",0.47078
3231272,"Ziddi Engineer","2019-06-12 07:38:24",2.23964
3234145,"[ods.ai] bobbqe","2019-06-12 07:42:36",-0.95243
3234145,"[ods.ai] bobbqe","2019-06-12 07:44:38",-1.03638
3239692,Anacleto,"2019-06-12 07:54:56",0.77890
3277035,"Maxim Lisovsky","2019-06-12 08:04:11",0.45784
3251377,"🤖 Quantum Uncertainty 🤖","2019-06-12 08:10:49",-1.43984
3229875,"who needs chemistry knowledge?","2019-06-12 08:16:27",-1.70714
3230075,"Daniel Correia","2019-06-12 08:17:58",0.33567
3269059,"Akseer Safdar","2019-06-12 08:42:14",0.29897
3259691,bender3000,"2019-06-12 08:54:52",0.60454
3231524,saneryee,"2019-06-12 09:05:32",-0.16189
3229619,mandarinente,"2019-06-12 09:06:01",-0.78802
3232843,"Pinkman Chemistry Lab","2019-06-12 09:08:01",-1.63397
3277035,"Maxim Lisovsky","2019-06-12 09:12:58",0.45681
3259895,"András Kovács","2019-06-12 09:13:36",3.19516
3240178,"Keisho OH","2019-06-12 09:16:52",-1.02161
3280885,"Andrey Popov","2019-06-12 09:30:17",2.89508
3259691,bender3000,"2019-06-12 09:36:37",0.60393
3228763,shinsuke27,"2019-06-12 09:47:37",-0.26675
3279451,jireh,"2019-06-12 09:52:48",0.29872
3551370,鲍师傅糕点,"2019-06-12 10:02:08",-0.74164
3230051,jmtest,"2019-06-12 10:05:48",-1.27599
3231021,"Gilles P.","2019-06-12 10:12:11",-0.44097
3277118,tenajima,"2019-06-12 10:15:28",-0.44940
3277118,tenajima,"2019-06-12 10:25:13",-0.72182
3281209,ShB,"2019-06-12 10:25:59",-0.46533
3281209,ShB,"2019-06-12 10:28:32",-0.71489
3273304,Sadiq,"2019-06-12 10:32:55",0.63477
3259691,bender3000,"2019-06-12 10:35:13",0.49970
3281209,ShB,"2019-06-12 10:37:10",-0.72103
3249036,"One Old Dog","2019-06-12 10:41:34",0.35675
3249036,"One Old Dog","2019-06-12 10:50:30",0.35032
3275401,wdd@huster,"2019-06-12 10:58:10",-0.47889
3236395,"Vicens Gaitan No QM9","2019-06-12 11:08:08",-1.59608
3273304,Sadiq,"2019-06-12 11:17:18",0.56897
3260380,VenkateshRadhakrishnan,"2019-06-12 11:19:11",0.68591
3230522,"Linards Kalvāns","2019-06-12 11:22:07",-0.13483
3251377,"🤖 Quantum Uncertainty 🤖","2019-06-12 11:25:43",-1.57525
3229488,"4 GM and the brain","2019-06-12 11:33:58",-1.24251
3232383,Tak,"2019-06-12 11:39:37",-0.83859
3230522,"Linards Kalvāns","2019-06-12 11:56:08",-0.57438
3236429,jwpe,"2019-06-12 11:57:06",-0.90094
3259691,bender3000,"2019-06-12 11:57:40",0.49785
3250825,khalilos,"2019-06-12 12:07:54",0.99759
3262682,Angoo,"2019-06-12 12:16:23",0.60911
3265229,Noobihanhet,"2019-06-12 12:24:15",0.37817
3251887,"Boyan Kaloyanov","2019-06-12 12:26:09",-0.58283
3232342,"Takahiro Saito","2019-06-12 12:31:36",-0.46825
3232342,"Takahiro Saito","2019-06-12 12:32:45",-0.71516
3227658,StefanoBosisio,"2019-06-12 12:34:02",-0.61597
3276158,Donffe,"2019-06-12 12:50:22",1.12336
3234168,"Biniyam Yegoraw Gebeyehu","2019-06-12 13:01:03",1.01350
3256674,Gugugu,"2019-06-12 13:02:12",-0.74142
3235065,taku_sid,"2019-06-12 13:03:25",-0.44792
3250825,khalilos,"2019-06-12 13:07:38",0.99227
3255345,MKonings1,"2019-06-12 13:07:41",-0.51419
3235065,taku_sid,"2019-06-12 13:13:38",-0.72070
3244993,Jeru666,"2019-06-12 13:13:55",1.03026
3274485,maka,"2019-06-12 13:18:43",0.46989
3265229,Noobihanhet,"2019-06-12 13:31:35",0.27806
3231291,"Qian Wang","2019-06-12 13:33:18",-0.75758
3242875,a1178615156,"2019-06-12 13:33:18",-1.09151
3231890,"CounterBoiz Correction","2019-06-12 13:37:23",-1.55834
3245457,"Heng Zheng","2019-06-12 13:39:19",-0.92319
3276404,"Markus Lam","2019-06-12 13:47:24",0.29897
3235889,FabrizioFedericoni,"2019-06-12 13:52:31",-0.46602
3231926,Mirodil,"2019-06-12 13:52:57",0.55340
3228763,shinsuke27,"2019-06-12 13:58:36",-0.26992
3271516,sutehageyoutube,"2019-06-12 14:06:04",-0.58764
3265229,Noobihanhet,"2019-06-12 14:09:56",0.21100
3231926,Mirodil,"2019-06-12 14:11:08",0.55333
3229816,"Altered Carbon","2019-06-12 14:18:41",-1.13715
3253610,Kyle,"2019-06-12 14:24:58",0.73834
3228819,"Chau Huynh","2019-06-12 14:26:06",-1.15980
3281420,"Nick Knyazev","2019-06-12 14:26:22",-0.46791
3281420,"Nick Knyazev","2019-06-12 14:36:55",-0.71651
3232763,"[manifoldresearch.ai] Alexey Morgunov","2019-06-12 14:41:22",0.09292
3243207,"Shengquan Wang","2019-06-12 14:41:45",-0.72103
3232765,"Olusegun Folarin","2019-06-12 14:53:02",-0.53509
3233866,Benarg,"2019-06-12 14:55:20",-0.89027
3273905,Asher,"2019-06-12 15:10:23",1.19680
3271673,slider,"2019-06-12 15:12:27",0.83385
3252020,"Oh Yeah","2019-06-12 15:19:24",-0.93869
3230867,bk_ds_eg,"2019-06-12 15:23:35",0.72789
3230522,"Linards Kalvāns","2019-06-12 15:27:36",-0.75400
3231448,"Ernesto Budia","2019-06-12 15:33:35",0.19891
3259806,kuroironeko,"2019-06-12 15:44:18",-0.84798
3265229,Noobihanhet,"2019-06-12 16:06:25",-0.01274
3246989,"Tony Teng(No QM)","2019-06-12 16:31:43",-0.63167
3230867,bk_ds_eg,"2019-06-12 16:39:00",0.66544
3282563,jrvalentin,"2019-06-12 17:16:39",1.30212
3230952,snovik,"2019-06-12 17:22:02",-0.98643
3248621,daijin12,"2019-06-12 17:33:51",-0.66381
3234168,"Biniyam Yegoraw Gebeyehu","2019-06-12 17:45:12",0.97912
3237983,"Steve Stuart","2019-06-12 17:47:23",0.71012
3231727,Elahi,"2019-06-12 17:51:53",-0.57767
3273304,Sadiq,"2019-06-12 18:02:47",0.42867
3248559,"Vishal Sharma","2019-06-12 18:05:24",-0.46533
3248772,"Conor McNamara","2019-06-12 18:22:23",-0.77873
3232244,JT,"2019-06-12 18:23:35",0.95980
3228913,"Aaron Ma","2019-06-12 18:39:47",-0.72103
3241124,"Daniel Dagnino","2019-06-12 18:45:12",-0.71660
3272579,ac_yasushi,"2019-06-12 18:51:29",1.30591
3232763,"[manifoldresearch.ai] Alexey Morgunov","2019-06-12 18:59:15",-0.51629
3279122,"Juan M. Gutierrez","2019-06-12 19:17:00",0.67310
3232242,domie,"2019-06-12 19:21:20",-0.54089
3231150,MaxenceR,"2019-06-12 19:41:24",-0.62450
3262105,yasser.abbass,"2019-06-12 19:45:28",0.18332
3233951,"Alexander Morgun","2019-06-12 19:53:02",3.07369
3243299,MDDIAZ,"2019-06-12 19:53:06",0.09229
3231926,Mirodil,"2019-06-12 20:01:29",0.46945
3233047,lazyBug,"2019-06-12 20:09:08",-1.42358
3235696,"Ihor Shylo","2019-06-12 20:09:11",-0.61096
3253250,"Paweł Witecki","2019-06-12 20:23:51",0.41693
3275032,"Juan Felipe Cerón Uribe","2019-06-12 20:32:46",1.23975
3252921,"Julian Späth","2019-06-12 20:51:25",3.07057
3233391,Jonas,"2019-06-12 20:55:04",-0.92626
3262277,"The Proletariat🥕","2019-06-12 21:05:25",-0.72130
3282704,segev,"2019-06-12 21:10:21",3.14481
3241078,"Edir García","2019-06-12 21:13:21",1.97796
3229255,PaulB,"2019-06-12 21:14:50",0.01214
3228091,noswald,"2019-06-12 21:15:40",1.29229
3263029,"Shyju K","2019-06-12 21:16:27",1.27934
3232001,"Gideon Vos","2019-06-12 21:17:56",-0.72793
3256171,AAA-I,"2019-06-12 21:19:56",0.25731
3232763,"[manifoldresearch.ai] Alexey Morgunov","2019-06-12 21:25:36",-0.78257
3228305,"Alexey Fansky","2019-06-12 21:34:26",-0.46224
3232001,"Gideon Vos","2019-06-12 21:39:30",-0.81203
3263029,"Shyju K","2019-06-12 21:49:04",1.23915
3263029,"Shyju K","2019-06-12 21:52:41",1.20299
3230867,bk_ds_eg,"2019-06-12 22:05:24",0.63025
3234145,"[ods.ai] bobbqe","2019-06-12 22:13:54",-1.04793
3233951,"Alexander Morgun","2019-06-12 22:20:13",-0.10160
3245457,"Heng Zheng","2019-06-12 22:31:55",-0.93245
3237291,CHIMPS,"2019-06-12 22:41:49",-0.87153
3231273,hiroki,"2019-06-12 22:46:23",-0.51013
3275356,PremanandKumar,"2019-06-12 22:51:23",1.23690
3228627,"Time to sleep","2019-06-12 23:15:26",-1.25915
3230310,double-d,"2019-06-12 23:25:07",-0.39883
3230867,bk_ds_eg,"2019-06-12 23:42:45",0.52873
3234048,"Dmitry Kusakin","2019-06-12 23:52:08",0.88358
3239833,"2 Experts and the farmer","2019-06-12 23:55:46",-1.36048
3238596,Yiming,"2019-06-12 23:56:19",-0.19094
3228567,CDH_GR,"2019-06-13 00:01:26",-1.37921
3229816,"Altered Carbon","2019-06-13 00:11:49",-1.18678
3233590,"James Johns","2019-06-13 00:46:51",1.05670
3244581,"cyrus zheng","2019-06-13 00:49:32",-1.00025
3229084,TrollFactory,"2019-06-13 00:58:09",-0.47016
3240248,AlejandroCoronado,"2019-06-13 01:19:48",-0.46667
3235065,taku_sid,"2019-06-13 02:10:41",-0.74903
3337524,"Support Vector Machines - or else!","2019-06-13 02:18:03",-1.05568
3228802,"Cash Money","2019-06-13 02:23:44",0.57978
3271001,"Seunghwan Yoon","2019-06-13 02:41:49",0.61484
3253046,Nimar,"2019-06-13 02:48:17",2.65028
3249036,"One Old Dog","2019-06-13 02:49:19",0.31177
3228305,"Alexey Fansky","2019-06-13 02:51:20",-0.53400
3232242,domie,"2019-06-13 03:01:14",-0.54182
3253046,Nimar,"2019-06-13 03:01:45",1.81425
3229816,"Altered Carbon","2019-06-13 03:02:43",-1.19832
3228514,"Leonardo Ferreira ","2019-06-13 03:04:08",-0.79920
3275414,"Juan Manuel Muñoz","2019-06-13 03:46:10",1.14726
3237739,khanhbk,"2019-06-13 04:02:28",-0.46575
3251818,y011d4,"2019-06-13 04:16:59",-0.84448
3267281,fsakai,"2019-06-13 04:17:36",1.05013
3234457,[Deleted],"2019-06-13 04:30:34",1.45423
3271516,sutehageyoutube,"2019-06-13 05:04:57",-0.68345
3249036,"One Old Dog","2019-06-13 05:05:44",0.30130
3229816,"Altered Carbon","2019-06-13 05:11:24",-1.22424
3271001,"Seunghwan Yoon","2019-06-13 05:22:44",0.07268
3275356,PremanandKumar,"2019-06-13 05:24:11",1.23297
3248189,jonbill83,"2019-06-13 05:28:01",-0.50962
3241219,"Bibhas Mondal","2019-06-13 05:28:21",-0.58200
3230310,double-d,"2019-06-13 05:29:27",-0.42280
3229528,Mueki,"2019-06-13 05:48:15",-0.72045
3272579,ac_yasushi,"2019-06-13 05:57:55",1.27470
3236104,"Joglife Tan","2019-06-13 06:04:22",-1.02526
3251377,"🤖 Quantum Uncertainty 🤖","2019-06-13 06:10:29",-1.71527
3232490,kivantium,"2019-06-13 06:16:14",-0.36568
3231021,"Gilles P.","2019-06-13 06:26:45",-0.52045
3560001,CMS,"2019-06-13 06:29:48",-0.18074
3232763,"[manifoldresearch.ai] Alexey Morgunov","2019-06-13 06:36:07",-0.91351
3235695,"QuMantum Field Theory","2019-06-13 06:45:41",-0.91566
3250956,Transformers,"2019-06-13 06:49:39",-0.78911
3283824,vamsi,"2019-06-13 06:57:51",2.78131
3230328,"Jose Muñoz","2019-06-13 07:00:19",1.25382
3230495,"ML kick-off","2019-06-13 07:09:59",-0.88804
3229835,"venkata yerubandi","2019-06-13 07:12:54",-0.43132
3230021,"Juanan Tejero","2019-06-13 07:19:42",1.54217
3230328,"Jose Muñoz","2019-06-13 07:30:47",1.03403
3234145,"[ods.ai] bobbqe","2019-06-13 07:53:59",-1.05903
3235889,FabrizioFedericoni,"2019-06-13 07:56:20",-0.60239
3251377,"🤖 Quantum Uncertainty 🤖","2019-06-13 08:02:49",-1.73046
3253163,"[ods.ai] belgraviton","2019-06-13 08:03:36",-0.68722
3232405,Nahman,"2019-06-13 08:06:29",-1.66184
3254571,"Kris Ma","2019-06-13 08:07:59",-0.81178
3259806,kuroironeko,"2019-06-13 08:25:24",-0.85341
3229875,"who needs chemistry knowledge?","2019-06-13 08:45:04",-1.72544
3248621,daijin12,"2019-06-13 08:56:05",-0.69611
3229875,"who needs chemistry knowledge?","2019-06-13 08:57:46",-1.78480
3231272,"Ziddi Engineer","2019-06-13 09:02:06",1.44773
3268062,SimonTavernier,"2019-06-13 09:12:09",0.81574
3232843,"Pinkman Chemistry Lab","2019-06-13 09:23:23",-1.73503
3232843,"Pinkman Chemistry Lab","2019-06-13 09:26:57",-1.83367
3230767,"Naruhiko Nakanishi","2019-06-13 09:27:41",-0.67302
3230328,"Jose Muñoz","2019-06-13 09:28:24",0.74138
3275356,PremanandKumar,"2019-06-13 09:34:53",0.95640
3244446,GaoYL,"2019-06-13 09:38:51",-1.26831
3235695,"QuMantum Field Theory","2019-06-13 09:50:19",-1.00143
3237331,"Ryoji Nomura","2019-06-13 09:52:31",-0.52605
3264492,"AJ Aberdein","2019-06-13 10:10:19",1.48784
3231291,"Qian Wang","2019-06-13 10:15:29",-0.77741
3246834,Li-Der,"2019-06-13 10:19:40",-0.93579
3246834,Li-Der,"2019-06-13 10:24:04",-0.94787
3230021,"Juanan Tejero","2019-06-13 10:33:02",1.40787
3232242,domie,"2019-06-13 10:43:59",-0.80921
3228425,magicsany,"2019-06-13 10:49:07",0.70692
3231890,"CounterBoiz Correction","2019-06-13 11:13:22",-1.58156
3248621,daijin12,"2019-06-13 11:15:19",-0.69867
3231727,Elahi,"2019-06-13 11:35:43",-0.60592
3235889,FabrizioFedericoni,"2019-06-13 11:37:20",-0.61386
3276404,"Markus Lam","2019-06-13 11:44:06",-0.36570
3256719,StevenT,"2019-06-13 11:49:28",-0.30496
3244993,Jeru666,"2019-06-13 11:59:41",0.78599
3235225,statpie,"2019-06-13 12:04:30",-0.46533
3231150,MaxenceR,"2019-06-13 12:05:37",-0.68167
3283729,PEQNP,"2019-06-13 12:06:05",3.37902
3235225,statpie,"2019-06-13 12:07:20",-0.71489
3264475,"Mehmet Ali SARIKAYA","2019-06-13 12:20:25",-0.46533
3243221,mrxnew,"2019-06-13 12:30:23",-1.00313
3551370,鲍师傅糕点,"2019-06-13 12:32:32",-0.76285
3232244,JT,"2019-06-13 12:39:04",0.95596
3231926,Mirodil,"2019-06-13 12:43:12",0.36773
3264492,"AJ Aberdein","2019-06-13 12:51:41",1.22629
3227449,"Antoine | Beomki","2019-06-13 12:57:39",-0.67885
3229816,"Altered Carbon","2019-06-13 13:00:51",-1.25741
3264475,"Mehmet Ali SARIKAYA","2019-06-13 13:04:41",-0.63099
3268062,SimonTavernier,"2019-06-13 13:08:42",0.71535
3264475,"Mehmet Ali SARIKAYA","2019-06-13 13:13:41",-0.71489
3285684,"Himanshu Soni","2019-06-13 13:14:16",-0.71489
3236617,"Venki & Anand","2019-06-13 13:21:01",-0.21091
3264475,"Mehmet Ali SARIKAYA","2019-06-13 13:28:45",-0.75384
3230464,Mr_Optimistic,"2019-06-13 13:30:39",1.20780
3227386,KublaKahn,"2019-06-13 13:36:49",-0.65862
3235065,taku_sid,"2019-06-13 13:39:49",-0.84998
3239833,"2 Experts and the farmer","2019-06-13 14:01:03",-1.41656
3230835,ykskks,"2019-06-13 14:01:56",0.11944
3232244,JT,"2019-06-13 14:02:32",0.91805
3285525,"Pietro and Arthur and Luca","2019-06-13 14:03:41",-0.46533
3263551,"Ruslan  Talipov","2019-06-13 14:04:23",-0.46533
3271516,sutehageyoutube,"2019-06-13 14:05:33",-0.69317
3285525,"Pietro and Arthur and Luca","2019-06-13 14:07:13",-0.71489
3231203,BondJamesBond,"2019-06-13 14:07:45",-0.70963
3277589,"Max the peppermint addict","2019-06-13 14:17:29",1.37919
3235889,FabrizioFedericoni,"2019-06-13 14:19:45",-0.62307
3231926,Mirodil,"2019-06-13 14:27:00",0.23540
3274485,maka,"2019-06-13 14:35:20",0.31650
3233000,"Little kekules","2019-06-13 14:35:48",-0.99569
3274485,maka,"2019-06-13 14:48:25",-0.23415
3251818,y011d4,"2019-06-13 14:48:56",-0.98558
3238319,"J arrive paaaas","2019-06-13 14:49:10",-0.77257
3237331,"Ryoji Nomura","2019-06-13 15:03:57",-0.83397
3286155,FernandoTN,"2019-06-13 15:07:33",-0.46533
3267718,gerg92i,"2019-06-13 15:13:11",0.42697
3268062,SimonTavernier,"2019-06-13 15:15:10",0.61874
3229835,"venkata yerubandi","2019-06-13 15:28:22",-0.46492
3286096,slobbie,"2019-06-13 15:32:38",0.29897
3279160,"Alejandro Sánchez A.","2019-06-13 15:35:42",0.98302
3286096,slobbie,"2019-06-13 15:36:19",-0.46533
3246989,"Tony Teng(No QM)","2019-06-13 15:37:14",-0.72160
3286096,slobbie,"2019-06-13 15:37:31",-0.71489
3231150,MaxenceR,"2019-06-13 15:48:32",-0.74990
3275414,"Juan Manuel Muñoz","2019-06-13 15:53:03",0.67430
3268062,SimonTavernier,"2019-06-13 16:08:49",0.57420
3274485,maka,"2019-06-13 16:13:04",-0.55656
3229850,SimonW,"2019-06-13 16:14:56",-0.39749
3272897,firstbloodY,"2019-06-13 16:27:13",0.51762
3266433,Fuh__,"2019-06-13 16:46:52",1.18789
3237443,KSMCG90,"2019-06-13 16:47:41",-0.74063
3235639,Scirpus,"2019-06-13 17:03:22",-0.79495
3262105,yasser.abbass,"2019-06-13 17:06:34",-0.21949
3279160,"Alejandro Sánchez A.","2019-06-13 17:11:26",0.67463
3285798,"AJ Rasmusson","2019-06-13 17:24:06",1.23979
3234048,"Dmitry Kusakin","2019-06-13 17:24:25",0.86230
3279250,ChrisS,"2019-06-13 17:27:46",1.26737
3236429,jwpe,"2019-06-13 17:41:34",-1.02777
3265564,dmbentley,"2019-06-13 17:53:58",0.46934
3278781,Pablo,"2019-06-13 17:57:00",0.29965
3229488,"4 GM and the brain","2019-06-13 18:33:01",-1.29359
3245477,"Tue Le Minh","2019-06-13 18:33:25",-0.40417
3286452,"[ods.ai] Mihail Parushkin","2019-06-13 18:36:12",0.50911
3286705,"Gabriel Preda","2019-06-13 18:39:49",-0.46533
3230522,"Linards Kalvāns","2019-06-13 18:44:19",-0.77530
3275762,Ritik,"2019-06-13 18:54:51",2.87703
3231713,Stroggification,"2019-06-13 18:56:21",-0.00401
3227386,KublaKahn,"2019-06-13 18:58:07",-0.66802
3251377,"🤖 Quantum Uncertainty 🤖","2019-06-13 19:11:06",-1.73850
3248621,daijin12,"2019-06-13 19:12:07",-0.73815
3315862,"DL guys","2019-06-13 19:19:09",-1.38911
3237424,Konstantina,"2019-06-13 19:19:54",-0.54512
3231150,MaxenceR,"2019-06-13 19:20:01",-0.77103
3230328,"Jose Muñoz","2019-06-13 19:24:10",0.72307
3243998,GUEEN,"2019-06-13 19:31:37",2.48198
3233866,Benarg,"2019-06-13 19:35:59",-0.89912
3252897,"Marco Gorelli","2019-06-13 19:42:37",0.64514
3231434,"GraphConv Champions","2019-06-13 19:45:49",0.29897
3256719,StevenT,"2019-06-13 20:00:14",-0.33846
3243299,MDDIAZ,"2019-06-13 20:09:25",0.02823
3229976,"Adam Brandstetter-Kunc","2019-06-13 20:15:28",0.16660
3234145,"[ods.ai] bobbqe","2019-06-13 20:20:21",-1.11601
3243998,GUEEN,"2019-06-13 20:29:22",1.99898
3265560,"David R Valencia D","2019-06-13 20:43:30",0.80297
3253250,"Paweł Witecki","2019-06-13 20:46:26",0.34363
3275066,Santiago,"2019-06-13 20:54:32",3.01712
3251919,"K V Z F O","2019-06-13 20:59:44",0.45687
3282964,"Ahmed Fawzy","2019-06-13 21:12:48",-0.46742
3245457,"Heng Zheng","2019-06-13 21:14:21",-1.00081
3282964,"Ahmed Fawzy","2019-06-13 21:14:33",-0.71608
3275414,"Juan Manuel Muñoz","2019-06-13 21:25:24",0.60370
3265678,"Carlos Miguel Patiño","2019-06-13 21:36:26",0.37514
3231273,hiroki,"2019-06-13 21:39:04",-0.51159
3247501,"Sahil Chhabra","2019-06-13 21:39:36",-1.17345
3248621,daijin12,"2019-06-13 21:50:22",-0.77477
3243311,bye,"2019-06-13 22:05:28",-0.40684
3239471,it-from-bit,"2019-06-13 22:09:15",1.61536
3243311,bye,"2019-06-13 22:14:20",-0.70307
3249036,"One Old Dog","2019-06-13 22:22:44",0.29045
3279160,"Alejandro Sánchez A.","2019-06-13 22:25:25",0.66264
3239471,it-from-bit,"2019-06-13 22:35:01",0.86069
3238084,sssdds,"2019-06-13 22:50:46",0.06401
3231129,lukaszl,"2019-06-13 23:13:07",-1.39285
3248621,daijin12,"2019-06-13 23:45:34",-0.81610
3231926,Mirodil,"2019-06-13 23:56:55",0.18518
3244844,"Daytona DING","2019-06-13 23:58:09",1.88117
3244844,"Daytona DING","2019-06-14 00:00:17",-0.58587
3229816,"Altered Carbon","2019-06-14 00:00:36",-1.29181
3277967,"Ivan Panshin","2019-06-14 00:13:39",-0.71489
3282451,bPhysicist,"2019-06-14 00:15:52",1.23975
3239561,"Sangkwun Kang","2019-06-14 00:19:47",-0.46753
3239561,"Sangkwun Kang","2019-06-14 00:21:06",-0.71646
3228819,"Chau Huynh","2019-06-14 00:26:54",-1.39687
3231926,Mirodil,"2019-06-14 00:28:45",0.14992
3265678,"Carlos Miguel Patiño","2019-06-14 00:39:43",0.02918
3241585,piyushmadan,"2019-06-14 00:47:19",-0.64835
3231926,Mirodil,"2019-06-14 00:48:51",0.14868
3279451,jireh,"2019-06-14 00:52:17",-0.71526
3275190,monao,"2019-06-14 00:53:23",0.30399
3230835,ykskks,"2019-06-14 01:02:52",-0.21880
3275356,PremanandKumar,"2019-06-14 01:11:12",0.71981
3254571,"Kris Ma","2019-06-14 01:11:24",-0.84534
3228899,"Sean Gilbert","2019-06-14 01:27:14",1.22005
3233008,petermyan,"2019-06-14 01:42:17",0.60334
3231272,"Ziddi Engineer","2019-06-14 01:43:28",1.43930
3244286,Noah,"2019-06-14 01:46:16",0.80866
3227423,DyChou,"2019-06-14 01:47:12",0.87332
3227423,DyChou,"2019-06-14 02:04:11",0.84912
3241585,piyushmadan,"2019-06-14 02:05:39",-0.64947
3245280,"De Jun Huang","2019-06-14 02:12:30",0.38968
3244787,HotVar,"2019-06-14 02:23:11",1.81834
3245477,"Tue Le Minh","2019-06-14 02:36:57",-0.68167
3287495,"Jax Sharp","2019-06-14 02:44:33",1.99898
3229816,"Altered Carbon","2019-06-14 03:07:22",-1.31203
3268661,"Yuko Ishizaki","2019-06-14 03:30:29",0.41478
3248621,daijin12,"2019-06-14 03:43:42",-0.92854
3265666,"Cuong N","2019-06-14 04:14:27",0.45800
3241078,"Edir García","2019-06-14 04:17:29",1.65834
3249434,decoupling,"2019-06-14 04:20:09",-0.85237
3254135,556isback,"2019-06-14 04:21:49",-0.01246
3242875,a1178615156,"2019-06-14 04:24:02",-1.13250
3282910,"chemistry rookie","2019-06-14 04:37:32",-0.36460
3234289,sunhwan,"2019-06-14 04:42:14",-1.34087
3283095,"Masashi Omori","2019-06-14 04:43:11",-0.44136
3280135,tossy0917,"2019-06-14 04:49:55",-0.46575
3229816,"Altered Carbon","2019-06-14 04:51:48",-1.34116
3253726,"Trash Pandas","2019-06-14 04:51:53",1.30988
3254852,Tkd123,"2019-06-14 05:00:07",1.15007
3232242,domie,"2019-06-14 05:05:04",-0.84759
3244993,Jeru666,"2019-06-14 05:17:02",0.65449
3287855,"Maxim Vakhrushev","2019-06-14 05:17:40",-0.71489
3232843,"Pinkman Chemistry Lab","2019-06-14 05:26:28",-1.94207
3274980,"Mikhail Chetin","2019-06-14 05:36:03",1.23975
3230021,"Juanan Tejero","2019-06-14 06:03:09",1.34279
3234820,"Kha Zidmie Josh Kyle Akira","2019-06-14 06:03:41",-1.28506
3227813,"Branden | Spencer","2019-06-14 06:05:58",-1.11873
3230310,double-d,"2019-06-14 06:18:50",-0.46396
3230310,double-d,"2019-06-14 06:19:53",-0.71338
3231272,"Ziddi Engineer","2019-06-14 06:21:27",-0.36515
3251919,"K V Z F O","2019-06-14 06:31:45",-1.28316
